id,band_name
1918,strategy
1919,Operative
1920,frame
1921,Graphical User Interface
1922,encoding
1923,Multi-layered
1924,challenge
1925,optimal
1926,even-keeled
1927,Advanced
1928,multi-state
1929,tertiary
1930,policy
1931,Self-enabling
1932,Down-sized
1933,interactive
1934,national
1935,budgetary management
1936,structure
1937,Profit-focused
1938,Graphical User Interface
1939,Graphical User Interface
1940,Adaptive
1941,implementation
1942,Ergonomic
1943,Streamlined
1944,Versatile
1945,Realigned
1946,real-time
1947,reciprocal
1948,firmware
1949,secured line
1950,Customer-focused
1951,5th generation
1952,Persistent
1953,approach
1954,Customer-focused
1955,even-keeled
1956,fresh-thinking
1957,Devolved
1958,time-frame
1959,24 hour
1960,installation
1961,flexibility
1962,open architecture
1963,neural-net
1964,Cross-platform
1965,interactive
1966,Expanded
1967,frame
1968,Public-key
1969,didactic
1970,directional
1971,Proactive
1972,Public-key
1973,holistic
1974,firmware
1975,homogeneous
1976,well-modulated
1977,Multi-tiered
1978,paradigm
1979,transitional
1980,paradigm
1981,scalable
1982,zero defect
1983,Organic
1984,Re-contextualized
1985,initiative
1986,instruction set
1987,productivity
1988,Object-based
1989,exuding
1990,Integrated
1991,Adaptive
1992,empowering
1993,Switchable
1994,Public-key
1995,heuristic
1996,framework
1997,forecast
1998,Enterprise-wide
1999,tangible
2000,Versatile
2001,Triple-buffered
2002,Re-engineered
2003,encompassing
2004,Team-oriented
2005,optimizing
2006,database
2007,Expanded
2008,national
2009,Open-architected
2010,object-oriented
2011,analyzer
2012,website
2013,moderator
2014,coherent
2015,matrix
2016,projection
2017,scalable
2018,zero tolerance
2019,adapter
2020,encompassing
2021,attitude-oriented
2022,homogeneous
2023,project
2024,executive
2025,Right-sized
2026,Innovative
2027,challenge
2028,knowledge user
2029,Operative
2030,knowledge user
2031,6th generation
2032,exuding
2033,Down-sized
2034,content-based
2035,bifurcated
2036,hybrid
2037,encryption
2038,Persistent
2039,grid-enabled
2040,cohesive
2041,capacity
2042,attitude-oriented
2043,Expanded
2044,Intuitive
2045,Extended
2046,user-facing
2047,Compatible
2048,functionalities
2049,Switchable
2050,productivity
2051,productivity
2052,zero tolerance
2053,multi-tasking
2054,hub
2055,analyzing
2056,ability
2057,ability
2058,application
2059,Future-proofed
2060,clear-thinking
2061,function
2062,capacity
2063,bifurcated
2064,Configurable
2065,Open-source
2066,intermediate
2067,Adaptive
2068,Optional
2069,responsive
2070,web-enabled
2071,3rd generation
2072,challenge
2073,systematic
2074,scalable
2075,task-force
2076,Phased
2077,4th generation
2078,composite
2079,Customer-focused
2080,Persistent
2081,groupware
2082,clear-thinking
2083,grid-enabled
2084,neutral
2085,process improvement
2086,Streamlined
2087,algorithm
2088,collaboration
2089,full-range
2090,disintermediate
2091,groupware
2092,Business-focused
2093,impactful
2094,Open-architected
2095,approach
2096,emulation
2097,intranet
2098,intermediate
2099,interface
2100,local area network
2101,Persistent
2102,help-desk
2103,Cross-group
2104,needs-based
2105,Fundamental
2106,capability
2107,Phased
2108,utilisation
2109,5th generation
2110,benchmark
2111,Phased
2112,motivating
2113,zero tolerance
2114,Multi-layered
2115,Multi-tiered
2116,uniform
2117,encoding
2118,logistical
2119,product
2120,encompassing
2121,architecture
2122,Reactive
2123,pricing structure
2124,Versatile
2125,circuit
2126,object-oriented
2127,hardware
2128,archive
2129,impactful
2130,model
2131,global
2132,Universal
2133,monitoring
2134,solution
2135,Advanced
2136,Centralized
2137,Open-architected
2138,system engine
2139,Synergized
2140,User-friendly
2141,even-keeled
2142,uniform
2143,executive
2144,Adaptive
2145,Inverse
2146,local area network
2147,exuding
2148,Versatile
2149,analyzer
2150,Advanced
2151,zero defect
2152,Synchronised
2153,Object-based
2154,impactful
2155,zero administration
2156,pricing structure
2157,value-added
2158,Reduced
2159,discrete
2160,user-facing
2161,tertiary
2162,firmware
2163,disintermediate
2164,Upgradable
2165,User-centric
2166,Public-key
2167,capability
2168,info-mediaries
2169,impactful
2170,empowering
2171,projection
2172,access
2173,user-facing
2174,intangible
2175,Diverse
2176,workforce
2177,concept
2178,Automated
2179,Mandatory
2180,paradigm
2181,task-force
2182,foreground
2183,firmware
2184,Multi-tiered
2185,Optional
2186,info-mediaries
2187,Graphical User Interface
2188,Robust
2189,Total
2190,cohesive
2191,secondary
2192,frame
2193,Programmable
2194,system-worthy
2195,stable
2196,task-force
2197,logistical
2198,Stand-alone
2199,attitude
2200,analyzing
2201,clear-thinking
2202,application
2203,function
2204,local area network
2205,Visionary
2206,neural-net
2207,intermediate
2208,5th generation
2209,Balanced
2210,neural-net
2211,homogeneous
2212,real-time
2213,Programmable
2214,intangible
2215,background
2216,productivity
2217,Configurable
2218,model
2219,Organic
2220,discrete
2221,Persevering
2222,multi-state
2223,maximized
2224,Exclusive
2225,24 hour
2226,context-sensitive
2227,disintermediate
2228,5th generation
2229,reciprocal
2230,mobile
2231,moderator
2232,portal
2233,strategy
2234,3rd generation
2235,next generation
2236,non-volatile
2237,internet solution
2238,needs-based
2239,optimizing
2240,infrastructure
2241,service-desk
2242,standardization
2243,holistic
2244,conglomeration
2245,Right-sized
2246,systemic
2247,concept
2248,static
2249,application
2250,Implemented
2251,collaboration
2252,Organized
2253,Cross-platform
2254,modular
2255,Cross-group
2256,analyzer
2257,pricing structure
2258,5th generation
2259,superstructure
2260,Ergonomic
2261,Pre-emptive
2262,implementation
2263,executive
2264,productivity
2265,modular
2266,context-sensitive
2267,explicit
2268,Up-sized
2269,logistical
2270,context-sensitive
2271,capability
2272,stable
2273,contextually-based
2274,neural-net
2275,Assimilated
2276,impactful
2277,object-oriented
2278,Integrated
2279,support
2280,Front-line
2281,Graphic Interface
2282,holistic
2283,Pre-emptive
2284,Graphic Interface
2285,intranet
2286,structure
2287,multimedia
2288,modular
2289,Balanced
2290,framework
2291,project
2292,emulation
2293,Customer-focused
2294,forecast
2295,empowering
2296,even-keeled
2297,matrix
2298,focus group
2299,project
2300,non-volatile
2301,system engine
2302,challenge
2303,modular
2304,Synchronised
2305,Realigned
2306,leverage
2307,Open-architected
2308,analyzer
2309,Vision-oriented
2310,installation
2311,Triple-buffered
2312,Persistent
2313,leading edge
2314,workforce
2315,reciprocal
2316,Fundamental
2317,24/7
2318,Ameliorated
2319,solution
2320,upward-trending
2321,Streamlined
2322,Team-oriented
2323,3rd generation
2324,Customer-focused
2325,leverage
2326,moderator
2327,Customer-focused
2328,Multi-lateral
2329,knowledge base
2330,Sharable
2331,framework
2332,approach
2333,actuating
2334,intangible
2335,Diverse
2336,systemic
2337,workforce
2338,responsive
2339,Face to face
2340,functionalities
2341,definition
2342,4th generation
2343,system-worthy
2344,open system
2345,Synergized
2346,Proactive
2347,human-resource
2348,national
2349,Graphical User Interface
2350,Diverse
2351,24 hour
2352,asynchronous
2353,Multi-layered
2354,Re-contextualized
2355,Pre-emptive
2356,Front-line
2357,Fundamental
2358,Automated
2359,encoding
2360,Devolved
2361,heuristic
2362,capability
2363,solution
2364,Re-engineered
2365,structure
2366,zero defect
2367,Object-based
2368,extranet
2369,intangible
2370,parallelism
2371,Synergistic
2372,User-friendly
2373,radical
2374,Organic
2375,moratorium
2376,solution-oriented
2377,toolset
2378,Diverse
2379,Devolved
2380,Reverse-engineered
2381,bifurcated
2382,tertiary
2383,Innovative
2384,Configurable
2385,policy
2386,standardization
2387,support
2388,Reduced
2389,didactic
2390,Multi-lateral
2391,coherent
2392,Proactive
2393,data-warehouse
2394,firmware
2395,Innovative
2396,Devolved
2397,web-enabled
2398,implementation
2399,project
2400,Automated
2401,national
2402,intermediate
2403,Implemented
2404,methodical
2405,Profound
2406,matrix
2407,Expanded
2408,Optimized
2409,pricing structure
2410,productivity
2411,Cloned
2412,intangible
2413,Networked
2414,Object-based
2415,systematic
2416,support
2417,real-time
2418,portal
2419,neutral
2420,access
2421,Diverse
2422,implementation
2423,tertiary
2424,national
2425,incremental
2426,zero administration
2427,Function-based
2428,client-server
2429,Fully-configurable
2430,superstructure
2431,high-level
2432,throughput
2433,firmware
2434,Compatible
2435,maximized
2436,budgetary management
2437,Profound
2438,Devolved
2439,contingency
2440,synergy
2441,responsive
2442,contingency
2443,grid-enabled
2444,Compatible
2445,tangible
2446,Customer-focused
2447,encryption
2448,process improvement
2449,Multi-lateral
2450,support
2451,24/7
2452,Reverse-engineered
2453,Open-source
2454,Proactive
2455,stable
2456,multi-tasking
2457,tangible
2458,portal
2459,function
2460,responsive
2461,demand-driven
2462,Advanced
2463,strategy
2464,Implemented
2465,transitional
2466,Stand-alone
2467,neutral
2468,local area network
2469,Multi-lateral
2470,Reactive
2471,attitude-oriented
2472,Up-sized
2473,moratorium
2474,challenge
2475,frame
2476,parallelism
2477,Up-sized
2478,exuding
2479,definition
2480,5th generation
2481,concept
2482,data-warehouse
2483,Balanced
2484,user-facing
2485,Programmable
2486,directional
2487,disintermediate
2488,hardware
2489,project
2490,alliance
2491,encoding
2492,actuating
2493,bi-directional
2494,array
2495,User-centric
2496,forecast
2497,budgetary management
2498,moderator
2499,Horizontal
2500,Polarised
2501,Distributed
2502,mission-critical
2503,time-frame
2504,User-centric
2505,national
2506,Switchable
2507,multimedia
2508,Cloned
2509,Secured
2510,bandwidth-monitored
2511,Reactive
2512,solution
2513,asynchronous
2514,5th generation
2515,Pre-emptive
2516,radical
2517,Sharable
2518,full-range
2519,functionalities
2520,incremental
2521,Centralized
2522,contextually-based
2523,support
2524,impactful
2525,zero defect
2526,encompassing
2527,matrix
2528,capability
2529,Face to face
2530,24 hour
2531,toolset
2532,Sharable
2533,Stand-alone
2534,regional
2535,protocol
2536,collaboration
2537,maximized
2538,initiative
2539,task-force
2540,multimedia
2541,Progressive
2542,Graphic Interface
2543,conglomeration
2544,projection
2545,upward-trending
2546,Sharable
2547,adapter
2548,emulation
2549,function
2550,moderator
2551,real-time
2552,actuating
2553,firmware
2554,Organized
2555,matrix
2556,Operative
2557,Robust
2558,didactic
2559,directional
2560,solution
2561,web-enabled
2562,hybrid
2563,firmware
2564,model
2565,strategy
2566,secondary
2567,firmware
2568,Integrated
2569,knowledge base
2570,eco-centric
2571,Compatible
2572,Virtual
2573,24 hour
2574,knowledge base
2575,logistical
2576,context-sensitive
2577,focus group
2578,encompassing
2579,Centralized
2580,interface
2581,encompassing
2582,eco-centric
2583,Team-oriented
2584,concept
2585,knowledge base
2586,Sharable
2587,local
2588,Devolved
2589,Realigned
2590,portal
2591,paradigm
2592,needs-based
2593,encompassing
2594,firmware
2595,Switchable
2596,product
2597,non-volatile
2598,Multi-channelled
2599,Synergized
2600,non-volatile
2601,circuit
2602,support
2603,attitude-oriented
2604,Progressive
2605,implementation
2606,strategy
2607,interface
2608,Focused
2609,Front-line
2610,structure
2611,Cross-platform
2612,help-desk
2613,hybrid
2614,Cross-platform
2615,Fully-configurable
2616,holistic
2617,methodical
2618,strategy
2619,bifurcated
2620,implementation
2621,Synergistic
2622,intranet
2623,client-driven
2624,Secured
2625,Seamless
2626,Proactive
2627,Fundamental
2628,implementation
2629,intranet
2630,standardization
2631,framework
2632,optimizing
2633,Balanced
2634,foreground
2635,Cross-platform
2636,middleware
2637,framework
2638,application
2639,emulation
2640,actuating
2641,local
2642,optimizing
2643,service-desk
2644,encompassing
2645,bottom-line
2646,workforce
2647,strategy
2648,functionalities
2649,heuristic
2650,Customer-focused
2651,adapter
2652,Function-based
2653,Managed
2654,Versatile
2655,Monitored
2656,Public-key
2657,responsive
2658,Quality-focused
2659,function
2660,algorithm
2661,Multi-lateral
2662,Switchable
2663,value-added
2664,open system
2665,3rd generation
2666,Progressive
2667,modular
2668,system engine
2669,human-resource
2670,next generation
2671,database
2672,orchestration
2673,didactic
2674,radical
2675,Streamlined
2676,disintermediate
2677,User-centric
2678,Re-contextualized
2679,Total
2680,Horizontal
2681,solution-oriented
2682,modular
2683,Optional
2684,flexibility
2685,neural-net
2686,migration
2687,well-modulated
2688,Visionary
2689,Networked
2690,dynamic
2691,artificial intelligence
2692,Assimilated
2693,4th generation
2694,executive
2695,Reactive
2696,Exclusive
2697,Open-source
2698,application
2699,Integrated
2700,Mandatory
2701,approach
2702,Customer-focused
2703,Decentralized
2704,utilisation
2705,hardware
2706,impactful
2707,Open-source
2708,function
2709,Public-key
2710,encoding
2711,didactic
2712,Intuitive
2713,Open-architected
2714,alliance
2715,hierarchy
2716,superstructure
2717,hybrid
2718,secondary
2719,Innovative
2720,Persistent
2721,internet solution
2722,static
2723,Seamless
2724,clear-thinking
2725,Total
2726,infrastructure
2727,flexibility
2728,instruction set
2729,Versatile
2730,zero administration
2731,transitional
2732,Secured
2733,functionalities
2734,definition
2735,array
2736,customer loyalty
2737,middleware
2738,Managed
2739,interactive
2740,Visionary
2741,Upgradable
2742,Graphical User Interface
2743,benchmark
2744,structure
2745,paradigm
2746,hardware
2747,groupware
2748,User-friendly
2749,Reactive
2750,systematic
2751,analyzer
2752,disintermediate
2753,hybrid
2754,service-desk
2755,Re-contextualized
2756,Future-proofed
2757,Operative
2758,24/7
2759,alliance
2760,Cloned
2761,Networked
2762,empowering
2763,grid-enabled
2764,capacity
2765,Public-key
2766,interface
2767,Mandatory
2768,scalable
2769,full-range
2770,explicit
2771,client-server
2772,Right-sized
2773,executive
2774,Cloned
2775,zero administration
2776,Extended
2777,Devolved
2778,asynchronous
2779,Function-based
2780,initiative
2781,Virtual
2782,Stand-alone
2783,archive
2784,Managed
2785,Exclusive
2786,asynchronous
2787,upward-trending
2788,Realigned
2789,firmware
2790,Inverse
2791,Down-sized
2792,real-time
2793,solution
2794,systemic
2795,local area network
2796,Reduced
2797,intangible
2798,budgetary management
2799,groupware
2800,object-oriented
2801,5th generation
2802,Multi-layered
2803,benchmark
2804,utilisation
2805,bifurcated
2806,groupware
2807,hybrid
2808,needs-based
2809,Reduced
2810,local
2811,Customer-focused
2812,database
2813,explicit
2814,architecture
2815,Self-enabling
2816,Stand-alone
2817,Public-key
2818,Team-oriented
2819,definition
2820,Optional
2821,Cross-group
2822,paradigm
2823,bifurcated
2824,middleware
2825,toolset
2826,attitude-oriented
2827,eco-centric
2828,array
2829,User-friendly
2830,Graphic Interface
2831,national
2832,solution-oriented
2833,regional
2834,Assimilated
2835,Synchronised
2836,parallelism
2837,Assimilated
2838,scalable
2839,emulation
2840,Streamlined
2841,Face to face
2842,intranet
2843,hierarchy
2844,implementation
2845,optimal
2846,radical
2847,superstructure
2848,Progressive
2849,Stand-alone
2850,stable
2851,User-friendly
2852,Organic
2853,Cross-platform
2854,Expanded
2855,installation
2856,needs-based
2857,hub
2858,utilisation
2859,Compatible
2860,demand-driven
2861,Virtual
2862,Innovative
2863,motivating
2864,Ameliorated
2865,homogeneous
2866,responsive
2867,24 hour
2868,adapter
2869,explicit
2870,customer loyalty
2871,bottom-line
2872,heuristic
2873,Proactive
2874,budgetary management
2875,Profound
2876,web-enabled
2877,Fully-configurable
2878,Quality-focused
2879,Robust
2880,Fundamental
2881,Self-enabling
2882,user-facing
2883,functionalities
2884,software
2885,Organic
2886,Optional
2887,next generation
2888,responsive
2889,grid-enabled
2890,solution-oriented
2891,Intuitive
2892,Synergized
2893,interactive
2894,didactic
2895,standardization
2896,forecast
2897,cohesive
2898,Balanced
2899,Devolved
2900,strategy
2901,Decentralized
2902,function
2903,disintermediate
2904,local
2905,capacity
2906,groupware
2907,encryption
2908,Intuitive
2909,info-mediaries
2910,paradigm
2911,Re-contextualized
2912,multi-tasking
2913,capacity
2914,Advanced
2915,Fundamental
2916,national
2917,structure
2918,info-mediaries
2919,intranet
2920,hierarchy
2921,even-keeled
2922,secondary
2923,methodical
2924,service-desk
2925,strategy
2926,Polarised
2927,didactic
2928,multimedia
2929,Multi-channelled
2930,Organized
2931,asynchronous
2932,knowledge user
2933,modular
2934,Up-sized
2935,core
2936,bandwidth-monitored
2937,knowledge base
2938,Open-source
2939,User-friendly
2940,Optional
2941,Decentralized
2942,asynchronous
2943,high-level
2944,content-based
2945,Grass-roots
2946,orchestration
2947,Switchable
2948,bandwidth-monitored
2949,Optional
2950,process improvement
2951,De-engineered
2952,capacity
2953,bi-directional
2954,access
2955,Self-enabling
2956,Profound
2957,intangible
2958,scalable
2959,mobile
2960,hybrid
2961,executive
2962,infrastructure
2963,analyzer
2964,architecture
2965,modular
2966,monitoring
2967,groupware
2968,core
2969,policy
2970,heuristic
2971,static
2972,analyzer
2973,Reduced
2974,optimal
2975,Up-sized
2976,Synchronised
2977,systematic
2978,knowledge base
2979,core
2980,disintermediate
2981,Programmable
2982,adapter
2983,Exclusive
2984,middleware
2985,modular
2986,matrices
2987,pricing structure
2988,utilisation
2989,forecast
2990,Multi-layered
2991,application
2992,Vision-oriented
2993,structure
2994,policy
2995,Visionary
2996,human-resource
2997,Mandatory
2998,contextually-based
2999,Fully-configurable
3000,value-added
3001,paradigm
3002,portal
3003,Business-focused
3004,application
3005,foreground
3006,Optional
3007,capacity
3008,De-engineered
3009,upward-trending
3010,archive
3011,neural-net
3012,Inverse
3013,systemic
3014,encompassing
3015,systemic
3016,local
3017,Pre-emptive
3018,Phased
3019,Configurable
3020,Compatible
3021,holistic
3022,budgetary management
3023,Total
3024,toolset
3025,Virtual
3026,disintermediate
3027,Innovative
3028,Compatible
3029,Persevering
3030,Cloned
3031,user-facing
3032,Public-key
3033,maximized
3034,migration
3035,Total
3036,budgetary management
3037,orchestration
3038,Profound
3039,intermediate
3040,methodical
3041,support
3042,methodical
3043,definition
3044,Future-proofed
3045,secured line
3046,success
3047,Fundamental
3048,Expanded
3049,Graphical User Interface
3050,Profit-focused
3051,success
3052,Quality-focused
3053,Reverse-engineered
3054,adapter
3055,time-frame
3056,solution
3057,global
3058,Proactive
3059,attitude-oriented
3060,De-engineered
3061,matrix
3062,knowledge user
3063,multi-state
3064,stable
3065,5th generation
3066,content-based
3067,neural-net
3068,frame
3069,customer loyalty
3070,implementation
3071,alliance
3072,utilisation
3073,utilisation
3074,5th generation
3075,Compatible
3076,Proactive
3077,responsive
3078,Digitized
3079,zero tolerance
3080,concept
3081,Quality-focused
3082,budgetary management
3083,client-driven
3084,Upgradable
3085,Implemented
3086,service-desk
3087,Polarised
3088,parallelism
3089,Face to face
3090,neural-net
3091,Multi-channelled
3092,multi-tasking
3093,software
3094,web-enabled
3095,Re-contextualized
3096,discrete
3097,interface
3098,orchestration
3099,hub
3100,concept
3101,uniform
3102,Organic
3103,intangible
3104,dedicated
3105,Operative
3106,Programmable
3107,De-engineered
3108,multi-tasking
3109,Extended
3110,throughput
3111,policy
3112,didactic
3113,context-sensitive
3114,homogeneous
3115,contingency
3116,Organized
3117,Synchronised
3118,Customer-focused
3119,capability
3120,systematic
3121,neural-net
3122,asynchronous
3123,systematic
3124,help-desk
3125,middleware
3126,Sharable
3127,eco-centric
3128,Synergistic
3129,matrix
3130,web-enabled
3131,solution
3132,secondary
3133,attitude-oriented
3134,methodical
3135,migration
3136,system-worthy
3137,implementation
3138,secondary
3139,Triple-buffered
3140,concept
3141,maximized
3142,zero administration
3143,reciprocal
3144,bi-directional
3145,implementation
3146,logistical
3147,strategy
3148,neutral
3149,knowledge user
3150,hierarchy
3151,zero tolerance
3152,multi-state
3153,responsive
3154,24 hour
3155,Centralized
3156,migration
3157,Visionary
3158,Organized
3159,modular
3160,Adaptive
3161,Inverse
3162,well-modulated
3163,bandwidth-monitored
3164,discrete
3165,software
3166,leading edge
3167,solution
3168,mission-critical
3169,Triple-buffered
3170,intranet
3171,Decentralized
3172,asynchronous
3173,knowledge base
3174,secondary
3175,Devolved
3176,Customizable
3177,Automated
3178,zero defect
3179,impactful
3180,concept
3181,Realigned
3182,Synergized
3183,monitoring
3184,Profound
3185,even-keeled
3186,Multi-lateral
3187,asymmetric
3188,pricing structure
3189,Multi-channelled
3190,Profound
3191,moderator
3192,extranet
3193,static
3194,neutral
3195,structure
3196,Integrated
3197,Down-sized
3198,projection
3199,systematic
3200,Virtual
3201,cohesive
3202,secondary
3203,implementation
3204,Cross-platform
3205,forecast
3206,standardization
3207,client-server
3208,responsive
3209,Ergonomic
3210,zero administration
3211,intangible
3212,Cloned
3213,Object-based
3214,Up-sized
3215,solution
3216,Proactive
3217,mission-critical
3218,protocol
3219,fault-tolerant
3220,success
3221,Integrated
3222,impactful
3223,web-enabled
3224,high-level
3225,Pre-emptive
3226,even-keeled
3227,extranet
3228,Programmable
3229,hierarchy
3230,Customizable
3231,Diverse
3232,non-volatile
3233,even-keeled
3234,tertiary
3235,application
3236,zero defect
3237,value-added
3238,system engine
3239,neutral
3240,exuding
3241,cohesive
3242,heuristic
3243,dynamic
3244,Proactive
3245,Proactive
3246,client-server
3247,Graphical User Interface
3248,neutral
3249,Focused
3250,knowledge user
3251,website
3252,mobile
3253,Pre-emptive
3254,Graphic Interface
3255,well-modulated
3256,utilisation
3257,Re-contextualized
3258,upward-trending
3259,grid-enabled
3260,Right-sized
3261,instruction set
3262,service-desk
3263,Optional
3264,Fully-configurable
3265,artificial intelligence
3266,hierarchy
3267,hardware
3268,monitoring
3269,archive
3270,knowledge user
3271,protocol
3272,hybrid
3273,national
3274,Synergized
3275,Multi-layered
3276,moratorium
3277,Extended
3278,Visionary
3279,Future-proofed
3280,access
3281,Open-source
3282,architecture
3283,Reduced
3284,Intuitive
3285,Progressive
3286,focus group
3287,infrastructure
3288,incremental
3289,asymmetric
3290,application
3291,portal
3292,client-driven
3293,paradigm
3294,methodology
3295,archive
3296,intermediate
3297,Team-oriented
3298,Synergized
3299,moderator
3300,projection
3301,Focused
3302,Inverse
3303,local area network
3304,secured line
3305,Versatile
3306,object-oriented
3307,interface
3308,even-keeled
3309,access
3310,static
3311,logistical
3312,Graphic Interface
3313,Up-sized
3314,Pre-emptive
3315,concept
3316,asynchronous
3317,Expanded
3318,bandwidth-monitored
3319,methodology
3320,24 hour
3321,paradigm
3322,uniform
3323,implementation
3324,Virtual
3325,cohesive
3326,project
3327,next generation
3328,Pre-emptive
3329,protocol
3330,Up-sized
3331,bandwidth-monitored
3332,homogeneous
3333,hardware
3334,Graphic Interface
3335,hub
3336,superstructure
3337,static
3338,database
3339,optimal
3340,Cross-group
3341,Universal
3342,Focused
3343,Cross-group
3344,Synchronised
3345,systemic
3346,user-facing
3347,De-engineered
3348,Future-proofed
3349,global
3350,logistical
3351,6th generation
3352,Re-contextualized
3353,zero administration
3354,Monitored
3355,client-server
3356,forecast
3357,demand-driven
3358,capability
3359,Mandatory
3360,modular
3361,Sharable
3362,knowledge base
3363,static
3364,Organic
3365,Quality-focused
3366,leverage
3367,framework
3368,motivating
3369,challenge
3370,protocol
3371,policy
3372,encoding
3373,bi-directional
3374,website
3375,Re-engineered
3376,intermediate
3377,challenge
3378,secured line
3379,Open-architected
3380,leverage
3381,Mandatory
3382,zero defect
3383,zero defect
3384,methodical
3385,Optimized
3386,clear-thinking
3387,Implemented
3388,zero administration
3389,Self-enabling
3390,asynchronous
3391,secondary
3392,initiative
3393,policy
3394,Multi-channelled
3395,Object-based
3396,mission-critical
3397,object-oriented
3398,policy
3399,homogeneous
3400,Decentralized
3401,access
3402,Cross-group
3403,contextually-based
3404,methodology
3405,Enhanced
3406,object-oriented
3407,Open-architected
3408,uniform
3409,multimedia
3410,forecast
3411,open system
3412,definition
3413,Switchable
3414,fault-tolerant
3415,model
3416,Upgradable
3417,internet solution
3418,function
3419,zero tolerance
3420,circuit
3421,foreground
3422,holistic
3423,contextually-based
3424,functionalities
3425,tangible
3426,Distributed
3427,access
3428,local area network
3429,Customer-focused
3430,Mandatory
3431,solution-oriented
3432,web-enabled
3433,actuating
3434,clear-thinking
3435,Robust
3436,dynamic
3437,systematic
3438,neural-net
3439,analyzing
3440,ability
3441,process improvement
3442,core
3443,well-modulated
3444,frame
3445,optimizing
3446,actuating
3447,adapter
3448,Reactive
3449,collaboration
3450,projection
3451,explicit
3452,Devolved
3453,Front-line
3454,Devolved
3455,methodical
3456,dedicated
3457,Secured
3458,methodical
3459,logistical
3460,optimal
3461,real-time
3462,reciprocal
3463,Reduced
3464,protocol
3465,demand-driven
3466,help-desk
3467,fault-tolerant
3468,application
3469,initiative
3470,bottom-line
3471,solution-oriented
3472,Visionary
3473,Upgradable
3474,heuristic
3475,matrix
3476,projection
3477,Face to face
3478,contextually-based
3479,human-resource
3480,data-warehouse
3481,collaboration
3482,Horizontal
3483,secured line
3484,Optimized
3485,Networked
3486,Optimized
3487,Cloned
3488,Reactive
3489,neural-net
3490,Diverse
3491,Virtual
3492,Re-engineered
3493,User-friendly
3494,bi-directional
3495,4th generation
3496,Face to face
3497,maximized
3498,bottom-line
3499,value-added
3500,superstructure
3501,help-desk
3502,Triple-buffered
3503,implementation
3504,complexity
3505,modular
3506,coherent
3507,neutral
3508,neutral
3509,website
3510,global
3511,motivating
3512,Configurable
3513,functionalities
3514,Organized
3515,Phased
3516,Pre-emptive
3517,Innovative
3518,motivating
3519,Function-based
3520,instruction set
3521,project
3522,Inverse
3523,disintermediate
3524,Universal
3525,web-enabled
3526,holistic
3527,Face to face
3528,Cloned
3529,even-keeled
3530,uniform
3531,challenge
3532,throughput
3533,holistic
3534,heuristic
3535,Virtual
3536,dynamic
3537,Diverse
3538,Reverse-engineered
3539,Stand-alone
3540,Optimized
3541,Compatible
3542,didactic
3543,groupware
3544,Streamlined
3545,Optimized
3546,web-enabled
3547,Cross-platform
3548,Balanced
3549,workforce
3550,orchestration
3551,moratorium
3552,Up-sized
3553,Integrated
3554,Organized
3555,interactive
3556,utilisation
3557,projection
3558,Realigned
3559,task-force
3560,conglomeration
3561,synergy
3562,Centralized
3563,infrastructure
3564,incremental
3565,homogeneous
3566,bi-directional
3567,Versatile
3568,product
3569,moderator
3570,instruction set
3571,complexity
3572,firmware
3573,process improvement
3574,explicit
3575,Exclusive
3576,Visionary
3577,didactic
3578,didactic
3579,Customer-focused
3580,productivity
3581,heuristic
3582,Inverse
3583,needs-based
3584,utilisation
3585,intranet
3586,analyzer
3587,mobile
3588,customer loyalty
3589,solution
3590,next generation
3591,Public-key
3592,infrastructure
3593,cohesive
3594,Cross-group
3595,attitude
3596,Proactive
3597,tangible
3598,solution-oriented
3599,multi-state
3600,system-worthy
3601,Synchronised
3602,analyzing
3603,workforce
3604,high-level
3605,toolset
3606,composite
3607,architecture
3608,Down-sized
3609,systemic
3610,homogeneous
3611,analyzer
3612,scalable
3613,interface
3614,zero administration
3615,pricing structure
3616,Ameliorated
3617,definition
3618,Self-enabling
3619,zero defect
3620,system engine
3621,attitude
3622,software
3623,Graphic Interface
3624,Progressive
3625,Exclusive
3626,radical
3627,Total
3628,discrete
3629,software
3630,optimal
3631,national
3632,Digitized
3633,Profit-focused
3634,implementation
3635,process improvement
3636,responsive
3637,web-enabled
3638,Graphical User Interface
3639,Graphic Interface
3640,Implemented
3641,knowledge user
3642,Enterprise-wide
3643,access
3644,scalable
3645,Enhanced
3646,Robust
3647,zero tolerance
3648,context-sensitive
3649,model
3650,24/7
3651,Persevering
3652,web-enabled
3653,Distributed
3654,website
3655,optimizing
3656,value-added
3657,Graphical User Interface
3658,Assimilated
3659,interface
3660,info-mediaries
3661,Centralized
3662,Synergized
3663,neural-net
3664,user-facing
3665,intranet
3666,solution
3667,capability
3668,mission-critical
3669,groupware
3670,Networked
3671,Diverse
3672,protocol
3673,Enhanced
3674,policy
3675,access
3676,moderator
3677,didactic
3678,User-centric
3679,Enterprise-wide
3680,hierarchy
3681,Progressive
3682,open architecture
3683,Virtual
3684,User-friendly
3685,secondary
3686,alliance
3687,fault-tolerant
3688,background
3689,bifurcated
3690,Operative
3691,Synchronised
3692,heuristic
3693,internet solution
3694,transitional
3695,initiative
3696,workforce
3697,Configurable
3698,responsive
3699,knowledge base
3700,Synergized
3701,firmware
3702,bottom-line
3703,context-sensitive
3704,policy
