id,playlist_name
1184,Gilia interior (H. Mason & A.D. Grant) A.D. Grant & V.E. Grant
1185,Nyssa L.
1186,Panicum alatum F. Zuloaga & O. Morrone var. minus (Andersson) F. Zuloaga & O. Morrone
1187,Nothocestrum breviflorum A. Gray
1188,Dudleya attenuata (S. Watson) Moran
1189,Hedysarum boreale Nutt. ssp. mackenziei (Richardson) S.L. Welsh
1190,Vulpia fasciculata (Forssk.) Fritsch
1191,Schiedea hawaiiensis Hillebr.
1192,Tetraneuris acaulis (Pursh) Greene
1193,Ipomoea dumetorum Willd. ex Roem. & Schult.
1194,Prosartes hookeri Torr. var. hookeri
1195,Symphyotrichum laeve (L.) Á. Löve & D. Löve
1196,Coprosma ernodeoides A. Gray
1197,Lactuca serriola L.
1198,Usnea pensylvanica Mot.
1199,Campanulastrum Small
1200,Claytonia lanceolata Pall. ex Pursh var. idahoensis R.J. Davis
1201,Santalum paniculatum Hook. & Arn. var. paniculatum
1202,Coryphantha (Engelm.) Lem.
1203,Usnea strigosa (Ach.) Eaton ssp. strigosa
1204,Agnorhiza ovata (Torr. & A. Gray ex Torr.) W.A. Weber
1205,Lessingia lemmonii A. Gray var. ramulosissima (A. Nelson) Ferris
1206,Chrysothamnus viscidiflorus (Hook.) Nutt. ssp. viscidiflorus
1207,Castilleja tomentosa A. Gray
1208,Carex triangularis Boeckeler
1209,Trifolium monanthum A. Gray
1210,Inga nobilis Willd. ssp. quaternata (Poepp. & Endl.) T.D. Penn.
1211,Carbonea (Hertel) Hertel
1212,Pertusaria DC.
1213,Cyanea habenata (H. St. John) Lammers
1214,Ericameria nauseosa (Pall. ex Pursh) G.L. Nesom & Baird ssp. consimilis (Greene) G.L. Nesom & Baird var. arenaria (L.C. Anderson) G.L. Nesom & Baird
1215,Phacelia argentea A. Nelson & J.F. Macbr.
1216,Isolepis R. Br.
1217,Eupatorium rotundifolium L. var. ovatum (Bigelow) Torr.
1218,Eucephalus brickellioides (Greene) G.L. Nesom
1219,Lupinus monticola Rydb.
1220,Phacelia hastata Douglas ex Lehm. var. charlestonensis Cronquist
1221,Alsinidendron H. Mann
1222,Chelidonium L.
1223,Asahinea chrysantha (Tuck.) W.L. Culb. & C.F. Culb.
1224,Douglasia nivalis Lindl. var. nivalis
1225,Cyanea rivularis Rock
1226,Prenanthes ×mainensis A. Gray (pro sp.)
1227,Chrysopsis linearifolia Semple
1228,Artemisia campestris L.
1229,Salix hookeriana Barratt ex Hook.
1230,Hymenachne amplexicaulis (Rudge) Nees
1231,Malacomeles (Decne.) Engelm.
1232,Turbina corymbosa (L.) Raf.
1233,Ambrosia ×intergradiens W.H. Wagner
1234,Ternstroemia subsessilis (Britton) Kobuski
1235,Parakmeria Hu & Cheng
1236,"Claytonia virginica L. var. hammondiae (Kalmbacher) Doyle, W.H. Lewis & Snyder"
1237,Mitella ovalis Greene
1238,Woodwardia areolata (L.) T. Moore
1239,Silene verecunda S. Watson ssp. platyota (S. Watson) C.L. Hitchc. & Maguire
1240,Lellingeria hartii (Jenman) A.R. Sm. & R.C. Moran
1241,Prestoea Hook. f.
1242,Hypoxis sessilis L.
1243,Dryopteris hobdyana W.H. Wagner
1244,Callistemon pallidus (Bonpl.) DC.
1245,Miscanthus sacchariflorus (Maxim.) Franch.
1246,Nymphoides cristata (Roxb.) Kuntze
1247,Cryptantha sericea (A. Gray) Payson
1248,Palafoxia Lag.
1249,Helianthus californicus DC.
1250,Mimulus barbatus Greene
1251,Berkheya heterophylla O. Hoffm.
1252,Pedicularis bracteosa Benth. var. siifolia (Rydb.) Cronquist
1253,Sphaeralcea grossulariifolia (Hook. & Arn.) Rydb. ssp. grossulariifolia
1254,Cirsium horridulum Michx.
1255,Cheilanthes ×parishii Davenport (pro sp.)
1256,Pyrus communis L.
1257,Pithecellobium jiringa (W. Jack) Prain ex King
1258,Melicope peduncularis (Levl.) T.G. Hartley & B.C. Stone
1259,Corydalis solida (L.) Clairv.
1260,Lesquerella ludoviciana (Nutt.) S. Watson
1261,Cassia fistula L.
1262,Tetraneuris linearifolia (Hook.) Greene
1263,Muhlenbergia depauperata Scribn.
1264,Coccothrinax barbadensis (Lodd. ex Mart.) Becc.
1265,Astragalus ceramicus Sheldon var. ceramicus
1266,Agastache pallidiflora (A. Heller) Rydb. ssp. pallidiflora var. greenei (Briq.) R.W. Sanders
1267,Rumex salicifolius Weinm.
1268,Cucurbita maxima Duchesne
1269,Hoya carnosa (L. f.) R. Br.
1270,Agrostis clivicola Crampton var. clivicola
1271,Impatiens balsamina L.
1272,Eltroplectris Raf.
1273,Acanthomintha ilicifolia (A. Gray) A. Gray
1274,Neraudia kauaiensis (Hillebr.) Cowan
1275,Parnassia grandifolia DC.
1276,Lobelia appendiculata A. DC. var. appendiculata
1277,Cylindropuntia abysii (Hester) Backeb.
1278,Rubus mundus L.H. Bailey
1279,Monardella villosa Benth. ssp. franciscana (Elmer) Jokerst
1280,Polycarpon depressum Nutt.
1281,Freycinetia storckii Seem.
1282,Oenothera macrocarpa Nutt. ssp. fremontii (S. Watson) W.L. Wagner
1283,Oxalis rosea Feuillee ex Jacq.
1284,Packera insulae-regalis R.R. Kowal
1285,Syagrus coronata (Mart.) Becc.
1286,Osmorhiza occidentalis (Nutt. ex Torr. & A. Gray) Torr.
1287,Calyptranthes martorellii Alain
1288,Miconia thomasiana DC.
1289,Carex decomposita Muhl.
1290,Conoclinium coelestinum (L.) DC.
1291,Ribes menziesii Pursh var. leptosmum (Coville) Jeps.
1292,Tetrazygia bicolor (Mill.) Cogn.
1293,Lobelia spicata Lam.
1294,Damasonium californicum Torr. ex Benth.
1295,Robinia hispida L. var. hispida
1296,Penstemon fruticosus (Pursh) Greene
1297,Galium ×pomeranicum Retz.
1298,Eriogonum heermannii Durand & Hilg. var. clokeyi Reveal
1299,Hedeoma apiculata W.S. Stewart
1300,Gamochaeta chionesthes G.L. Nesom
1301,Centaurea calcitrapoides L.
1302,Erythranthe Spach
1303,Barringtonia J.R. Forst. & G. Forst.
1304,Serianthes Benth.
1305,Phlox caespitosa Nutt.
1306,Heterodermia rugulosa (Kurok.) Wetmore
1307,Astragalus loanus Barneby
1308,Danthonia californica Bol.
1309,Arenaria franklinii Douglas ex Hook. var. thompsonii M. Peck
1310,Argythamnia mercurialina (Nutt.) Müll. Arg.
1311,Verrucaria rupestris Schrad.
1312,Poa cusickii Vasey ssp. epilis (Scribn.) W.A. Weber
1313,Porpidia herteliana Gowan
1314,Prunus alleghaniensis Porter var. davisii (W. Wight) Sarg.
1315,Catapyrenium globosum J.W. Thomson
1316,Sclerophyton occidentale Herre
1317,Tamarindus indica L.
1318,Ivesia kingii S. Watson
1319,Penstemon aridus Rydb.
1320,Thalictrum dasycarpum Fisch. & Avé-Lall.
1321,Draba lonchocarpa Rydb. var. vestita O.E. Schulz
1322,Heliotropium anomalum Hook. & Arn. var. anomalum Hook. & Arn. [excluded]
1323,Graphina leuconephala (Nyl.) Zahlbr.
1324,Sairocarpus elmeri (Rothm.) D.A. Sutton
1325,Wikstroemia villosa Hillebr.
1326,Pilea rivoriae Weddell
1327,Claytonia megarhiza (A. Gray) Parry ex S. Watson var. megarhiza
1328,Antennaria rosulata Rydb.
1329,Spondias mombin L.
1330,Arthonia rupicola Fink
1331,Ramalina peruviana Ach.
1332,Lepidium perfoliatum L.
1333,Arthonia erupta Nyl.
1334,Allium textile A. Nelson & J.F. Macbr.
1335,Salvia azurea Michx. ex Lam. var. azurea
1336,Sagittaria longiloba Engelm. ex J.G. Sm.
1337,Cinna bolanderi Scribn.
1338,Veronica officinalis L. var. tournefortii (Vill.) Rchb.
1339,Sporobolus purpurascens (Sw.) Ham.
1340,Caloplaca camptidia (Tuck.) Zahlbr.
1341,Calystegia atriplicifolia Hallier f.
1342,Lepianthes Raf.
1343,Ixora ferrea (Jacq.) Benth.
1344,Vulpia microstachys (Nutt.) Munro
1345,Mikania stevensiana Britton
1346,Phyllostachys makinoi Hayata
1347,Rhinanthus major L.
1348,Acer glabrum Torr. var. torreyi (Greene) Smiley
1349,Solidago arguta Aiton var. caroliniana A. Gray
1350,"Calopogon tuberosus (L.) Britton, Sterns & Poggenb. var. tuberosus"
1351,Carex saxatilis L.
1352,Potamogeton oblongus Viv.
1353,Charpentiera ovata Gaudich. var. niuensis Sohmer
1354,Luzula multiflora (Ehrh.) Lej. ssp. multiflora var. multiflora
1355,Lecidea deminutula H. Magn.
1356,Phyllodoce Salisb.
1357,Angostura trifoliata (Willd.) T.S. Elias
1358,Plagiomnium carolinianum (L.E. Anderson) T. Kop.
1359,Pteris L.
1360,Chorizanthe brevicornu Torr. var. spathulata (Small ex Rydb.) C.L. Hitchc.
1361,Punctelia subpraesignis (Nyl.) Krog
1362,Chorisiva Rydb.
1363,Arctostaphylos uva-ursi (L.) Spreng.
1364,Cyrtandra ×basipartita H. St. John (pro sp.)
1365,Eragrostis tenuifolia (A. Rich.) Hochst. ex Steud.
1366,Phaius Lour.
1367,Senecio astephanus Greene
1368,Allium sharsmithiae (Ownbey & Aase) McNeal
1369,Paspalum arundinaceum Poir.
1370,Sesamum alatum Thonn.
1371,Gyroweisia reflexa (Brid.) Schimp.
1372,Galium L.
1373,Arthonia epipastoides Nyl.
1374,Caesalpinia echinata Lam.
1375,Sida longipes A. Gray
1376,Lobelia puberula Michx. var. simulans Fernald
1377,Pinus balfouriana Balf. ssp. balfouriana
1378,Hibiscus arnottianus A. Gray
1379,Jatropha L.
1380,Brachyelytrum aristosum (Michx.) Trel.
1381,Castilleja ambigua Hook. & Arn. ssp. insalutata (Jeps.) T.I. Chuang & Heckard
1382,Turpinia occidentalis (Sw.) G. Don
1383,Cordia angustifolia (West ex Willd.) Roem. & Schult.
1384,Delphinium menziesii DC. ssp. pallidum Warnock
1385,Cytisus ×dallimorei Rolfe
1386,Eschscholzia minutiflora S. Watson
1387,Phlox paniculata L.
1388,Perityle vaseyi J.M. Coult.
1389,Solmsiella biseriata (Austin) Steere
1390,Cryptantha thyrsiflora (Greene) Payson
1391,Delissea lanaiensis (Rock) Lammers
1392,Styrax platanifolius Engelm.
1393,Lithrea Miers ex Hook. & Arn.
1394,Cardaria Desv.
1395,Symphyotrichum molle (Rydb.) G.L. Nesom
1396,Physalis crassifolia Benth.
1397,Claytonia megarhiza (A. Gray) Parry ex S. Watson
1398,Sphaeralcea digitata (Greene) Rydb.
1399,Solorina octospora (Arnold) Arnold
1400,Argemone albiflora Hornem.
1401,Holarrhena floribunda (G. Don) Durand & Schinz
1402,Spergularia salina J. Presl & C. Presl
1403,Delphinium hesperium A. Gray ssp. cuyamacae (Abrams) F.H. Lewis & Epling
1404,Viola douglasii Steud.
1405,Osmunda L.
1406,Cuscuta exaltata Engelm.
1407,Astragalus convallarius Greene var. scopulorum Barneby
1408,Heuchera pilosissima Fisch. & C.A. Mey. var. pilosissima
1409,Smelowskia johnsonii G. Mulligan
1410,Cordia podocephala Torr.
1411,Viola ×slavinii House
1412,Trifolium lappaceum L.
1413,Rubus ulmifolius Schott var. anoplothyrsus Sudre
1414,Opuntia triacantha (Willd.) Sweet
1415,Astragalus cremnophylax Barneby
1416,Neptunia lutea (Leavenworth) Benth.
1417,Astragalus hallii A. Gray var. fallax (M.E. Jones) Barneby
1418,Alstroemeria pulchella L. f.
1419,Festuca parishii (Piper) Hitchc.
1420,Hypogynium Nees
1421,Centaurea virgata Lam.
1422,Cryptantha insolita (J.F. Macbr.) Payson
1423,Arnica gracilis Rydb.
1424,Aconitum columbianum Nutt. ssp. columbianum
1425,Munroidendron racemosum (Forbes) Sherff
1426,Salix sessilifolia Nutt.
1427,Dubautia linearis (Gaudich.) D.D. Keck ssp. opposita (Sherff) G.D. Carr
1428,Ionactis stenomeres (A. Gray) Greene
1429,Morella Lour.
1430,Primula eximia Greene
1431,Entolasia Stapf
1432,Graphis dumastioides Fink
1433,Euphorbia leucocephala Lotsy
1434,Caloncoba Gilg
1435,Phacelia gilioides Brand
1436,Balsamorhiza deltoidea Nutt.
1437,Lathyrus sulphureus W.H. Brewer ex A. Gray
1438,Lupinus havardii S. Watson
1439,Croton ripensis Kanehira & Hatusima
1440,Elephantopus carolinianus Raeusch.
1441,Pittosporum flocculosum (Hillebr.) Sherff
1442,Acanthomintha obovata Jeps. ssp. obovata
1443,Bastardia viscosa (L.) Kunth var. sanctae-crucis R.E. Fries
1444,Smelowskia borealis (Greene) Drury & Rollins var. borealis
1445,Juncus polyanthemos Buchenau
1446,Tectona grandis L. f.
1447,Prunus subcordata Benth. var. kelloggii Lemmon
1448,Oxytropis campestris (L.) DC.
1449,Stenogyne macrantha Benth.
1450,Microlepia strigosa (Thunb.) C. Presl
1451,Silybum marianum (L.) Gaertn.
1452,Juncus gerardii Loisel. var. gerardii
1453,Houstonia purpurea L. var. montana (Small) Terrell
1454,Galium hypotrichium A. Gray ssp. tomentellum Ehrend.
1455,Luffa aegyptiaca Mill.
1456,Gladiolus communis L.
1457,Cladonia sobolescens Nyl. ex Vain.
1458,Grindelia squarrosa (Pursh) Dunal var. serrulata (Rydb.) Steyerm.
1459,Collema F.H. Wigg
1460,Prunus subcordata Benth. var. oregana (Greene) W. Wight ex M. Peck
1461,Aristolochia watsonii Wooton & Standl.
1462,Jaltomata Schltdl.
1463,Angelica archangelica L. ssp. norvegica (Rupr.) Nordh.
1464,Xanthoparmelia neoconspersa (Gyel.) Hale
1465,Oxytropis czukotica Jurtzev
1466,Schiedea adamantis H. St. John
1467,Vahlodea atropurpurea (Wahlenb.) Fr. ex Hartm.
1468,Grindelia subalpina Greene var. subalpina
1469,Merremia umbellata (L.) Hallier f.
1470,Setaria reverchonii (Vasey) Pilg. ssp. firmula (Hitchc. & Chase) W.E. Fox
1471,Buellia bolacina Tuck.
1472,Aristida spiciformis Elliott
1473,Helianthus paradoxus Heiser
1474,Grindelia fraxinopratensis Reveal & Beatley
1475,Viola wailenalenae (Rock) Skottsb.
1476,Monardella linoides A. Gray ssp. viminea (Greene) Abrams
1477,Stylocline gnaphalioides Nutt.
1478,Aletes macdougalii J.M. Coult. & Rose
1479,Capsicum annuum L. var. glabriusculum (Dunal) Heiser & Pickersgill
1480,Lepidium alyssoides A. Gray
1481,Acacia stenophylla A. Cunn. ex Benth.
1482,Aristolochia wrightii Seem.
1483,Allium paniculatum L.
1484,Lupinus subvexus C.P. Sm. var. subvexus
1485,Polanisia erosa (Nutt.) Iltis ssp. breviglandulosa Iltis
1486,×Elyleymus colvillensis (Lepage) Barkworth
1487,Cyanea macrostegia Hillebr.
1488,Petalonyx thurberi A. Gray
1489,Arthrostylidium multispicatum Pilg.
1490,Polygonum fowleri B.L. Rob.
1491,Silene ovata Pursh
1492,Schwalbea americana L.
1493,Phaeophyscia cernohorskyi (Nadv.) Essl.
1494,Stephanomeria exigua Nutt. ssp. deanei (J.F. Macbr.) Gottlieb
1495,Galeandra beyrichii Rchb. f.
1496,Schultesia brachyptera Cham.
1497,Deinandra increscens (H.M. Hall ex D.D. Keck) B.G. Baldw. ssp. villosa (Tanowitz) B.G. Baldw.
1498,Solanum scabrum Mill.
1499,Phlox maculata L. ssp. pyramidalis (Sm.) Wherry
1500,Xanthoceras sorbifolium Bunge
1501,Andreaea megistospora B.M. Murray var. epapillosa (B.M. Murray) H.A. Crum & L.E. Anderson
1502,Streptanthella longirostris (S. Watson) Rydb.
1503,Oxytenanthera abyssinica (A. Rich.) Munro
1504,Spiranthes ×itchetuckneensis P.M. Brown
1505,Stryphnodendron Mart.
1506,Plagiobothrys fulvus (Hook. & Arn.) I.M. Johnst. var. campestris (Greene) I.M. Johnst.
1507,Bryoria trichodes (Michx.) Brodo & D. Hawksw. ssp. americana (Mot.) Brodo & D. Hawksw.
1508,Mentzelia torreyi A. Gray var. acerosa (M.E. Jones) Barneby
1509,Nigella damascena L.
1510,Echinacea laevigata (C.L. Boynt. & Beadle) S.F. Blake
1511,Sedum oreganum Nutt.
1512,Pohlia longibracteata Broth.
1513,Casearia decandra Jacq.
1514,Potamogeton tricarinatus F. Muell. & A. Benn. ex A. Benn.
1515,Ageratina rothrockii (A. Gray) R.M. King & H. Rob.
1516,Carex membranacea Hook.
1517,Lilium washingtonianum Kellogg
1518,Nephroma laevigatum Ach.
1519,Baileya multiradiata Harv. & A. Gray ex A. Gray
1520,Pleioblastus Nakai
1521,Gentianella amarella (L.) Börner ssp. heterosepala (Engelm.) J.M. Gillett
1522,Graphis insidiosa (C. Knight & Mitt.) Hook. f.
1523,Downingia concolor Greene var. concolor
1524,Verrucaria striatula Wahlenb.
1525,Sarracenia purpurea L. ssp. purpurea var. montana D.E. Schnell & Determann
1526,Rorippa teres (Michx.) R. Stuckey
1527,Artemisia tridentata Nutt. ssp. tridentata
1528,Palustriella commutata (Brid.) Ochyra
1529,Castanea crenata Siebold & Zucc.
1530,Polygonum extremiorientale Vorosch.
1531,Amaranthus bigelovii Uline & Bray
1532,Calycanthus L.
1533,Mandevilla brachysiphon (Torr.) Pichon
1534,Salix caprea L.
1535,Cedrela P. Br.
1536,Cirsium parryi (A. Gray) Petr. ssp. parryi
1537,Malus Mill.
1538,Legenere McVaugh
1539,Axonopus aureus P. Beauv.
1540,Illicium L.
1541,Castilleja mollis Pennell
1542,Grimmia mariniana Sayre
1543,Lecidea Ach.
1544,Pityopus californica (Eastw.) Copeland f.
1545,Carex montis-eeka Hillebr.
1546,Arctostaphylos malloryi (W. Knight & Gankin) P.V. Wells
1547,Freycinetia Gaudich.
1548,Nemacaulis denudata Nutt. var. denudata
1549,Spiraea douglasii Hook. var. menziesii (Hook.) C. Presl
1550,Ficus microcarpa L. f.
1551,Wedelia Jacq.
1552,Eriogonum nummulare M.E. Jones
1553,Catopsis nutans (Sw.) Griseb.
1554,Solidago speciosa Nutt. var. speciosa
1555,Buddleja utahensis Coville
1556,Antennaria monocephala DC. ssp. angustata (Greene) Hultén
1557,Bacidia granosa (Tuck.) Zahlbr.
1558,Polygonatum hirsutum (Bosc ex Poir.) Pursh
1559,Etlingera Giseke
1560,Ludwigia simpsonii Chapm.
1561,Sporobolus creber De Nardi
1562,Phaeospora Hepp ex Stein
1563,Astragalus miser Douglas ex Hook. var. miser
1564,Pyracantha koidzumii (Hayata) Rehder
1565,Eleutherine bulbosa (Mill.) Urb.
1566,Lomatium brandegeei (J.M. Coult. & Rose) J.F. Macbr.
1567,Carex conoidea Schkuhr ex Willd.
1568,Carex venusta Dewey var. minor Boeckeler
1569,Geum glaciale Adams ex Fisch. & C.A. Mey.
1570,Cymopterus multinervatus (J.M. Coult. & Rose) Tidestr.
1571,Thelypteris piedrensis (C. Chr.) Morton
1572,Echinocereus bonkerae Thornb. & Bonker
1573,Phacelia hubbyi (J.F. Macbr.) L.M. Garrison
1574,Silene menziesii Hook. ssp. menziesii var. menziesii
1575,Gilia leptantha Parish ssp. transversa A.D. Grant & V.E. Grant
1576,Notholaena californica D.C. Eaton ssp. leucophylla Windham
1577,Corylus cornuta Marshall var. californica (A. DC.) Sharp
1578,Graptophyllum Nees
1579,Scutellaria incana Biehler
1580,Trichomanes lineolatum (Bosch) Hook.
1581,Panicum laxum Sw.
1582,Anemone tuberosa Rydb. var. tuberosa
1583,Buellia vernicoma (Tuck.) Tuck.
1584,Astomum phascoides (Hook.) Grout
1585,Gymnoderma lineare (A. Evans) Yoshim. & Sharp
1586,Hymenopappus biennis B.L. Turner
1587,Virola Aubl.
1588,Setariopsis auriculata (Fourn.) Scribn.
1589,Murraya koenigii (L.) Spreng.
1590,Salvia columbariae Benth. var. argillacea S.L. Welsh & N.D. Atwood
1591,Carex leptonervia (Fernald) Fernald
1592,Trapeliopsis gelatinosa (Flörke) Coppins & P. James
1593,Scutellaria floridana Chapm.
1594,Datura wrightii Regel
1595,Dubautia knudsenii Hillebr. ssp. filiformis G.D. Carr
1596,Thermopsis divaricarpa A. Nelson
1597,Viburnum carlesii Hemsl.
1598,Lepechinia fragrans (Greene) Epling
1599,Eriophyllum confertiflorum (DC.) A. Gray
1600,Nemacladus gracilis Eastw.
1601,Lichenostigma Hafellner
1602,Phaeophyscia nigricans (Flörke) Moberg
1603,Arnica chamissonis Less. ssp. foliosa (Nutt.) Maguire var. incana (A. Gray) Hultén
1604,Viburnum sieboldii Miq.
1605,Eleutherine Herb.
1606,Pedicularis labradorica Wirsing var. labradorica
1607,Isolepis hystrix (Thunb.) Nees
1608,Sedum valens Björk
1609,Liatris elegans (Walter) Michx. var. kralii Mayfield
1610,Gentianopsis virgata (Raf.) Holub
1611,Symphoricarpos albus (L.) S.F. Blake
1612,Cyperus pseudothyrsiflorus (Kük.) R. Carter & S.D. Jones
1613,Verrucaria novomexicana de Lesd.
1614,Clematis recta L.
1615,Calathea lutea (Aubl.) Schult.
1616,Hymenophyllum paucicarpum Jenman
1617,Juncus nevadensis S. Watson var. nevadensis
1618,Peltula obscurans (Nyl.) Gyel. var. deserticola (Zahlbr.) Wetmore
1619,Dopatrium junceum (Roxb.) Buch.-Ham. ex Benth.
1620,Perideridia erythrorhiza (Piper) T.I. Chuang & Constance
1621,Cryptantha stricta (Osterh.) Payson
1622,Aeschynomene falcata (Poir.) DC.
1623,Solidago missouriensis Nutt. var. fasciculata Holz.
1624,Lonicera korolkowii Stapf
1625,Phacelia ranunculacea (Nutt.) Constance
1626,Eutrema edwardsii R. Br.
1627,Salvia columbariae Benth. var. ziegleri Munz
1628,"Rosa pinetorum A. Heller, nom. inq."
1629,Philadelphus tomentosus Royle
1630,Lupinus neomexicanus Greene
1631,Malvella lepidota (A. Gray) Fryxell
1632,Polytrichastrum alpinum (Hedw.) G.L. Sm. var. fragile (Bryhn) Long
1633,Draba chamissonis G. Don
1634,Ranunculus arizonicus Lemmon ex A. Gray
1635,Castilleja attenuata (A. Gray) T.I. Chuang & Heckard
1636,Salvia riparia Kunth
1637,Coursetia glabella (A. Gray) Lavin
1638,Genista linifolia L.
1639,Schoenoplectus ×carinatus (Sm.) Palla
1640,Eucalyptus annulata Benth.
1641,Sarracenia ×rehderi C.R. Bell
1642,Astragalus welshii Barneby
1643,Carex woodii Dewey
1644,Acalypha berteriana Müll. Arg.
1645,Potentilla nivea L. var. pentaphylla Lehm.
1646,Pennisetum clandestinum Hochst. ex Chiov.
1647,Sagina decumbens (Elliott) Torr. & A. Gray ssp. decumbens
1648,Iris tenuissima Dykes ssp. tenuissima
1649,Trifolium piorkowskii Rand. Morgan & A.L. Barber
1650,Lomatium mohavense (J.M. Coult. & Rose) J.M. Coult. & Rose ssp. longilobum W.L. Theobald
1651,Dudleya variegata (S. Watson) Moran
1652,Ocellularia americana Hale
1653,Schultesia Mart.
1654,Sedum dasyphyllum L.
1655,Landolphia mannii Dyer ex Dewevre
1656,Draba lonchocarpa Rydb. var. vestita O.E. Schulz
1657,Solidago ulmifolia Muhl. ex Willd. var. ulmifolia
1658,Photinia glabra (Thunb.) Maxim.
1659,Symphyotrichum potosinum (A. Gray) G.L. Nesom
1660,Cryptantha barnebyi I.M. Johnst.
1661,Palafoxia rosea (Bush) Cory var. rosea
1662,Synthyris borealis Pennell
1663,Brassica oleracea L.
1664,Erigeron bigelovii A. Gray
1665,Tetramolopium arenarium (A. Gray) Hillebr. ssp. arenarium
1666,Ericameria teretifolia (Durand & Hilg.) Jeps.
1667,Bambusa arundinacea (Retz.) Willd.
1668,Setaria reverchonii (Vasey) Pilg.
1669,Zizania palustris L.
1670,Piptatherum P. Beauv.
1671,Cetraria arenaria Karnefelt
1672,Aegilops geniculata Roth
1673,Viola brittoniana Pollard
1674,Tillandsia tenuifolia L.
1675,Phlyctella Krempelh.
1676,Empetrum nigrum L.
1677,Cyanea asarifolia H. St. John
1678,Sclerolinon digynum (A. Gray) C.M. Rogers
1679,Arnoglossum atriplicifolium (L.) H. Rob.
1680,Antennaria argentea Benth.
1681,Ivesia lycopodioides A. Gray ssp. scandularis (Rydb.) D.D. Keck
1682,Cyperus plukenetii Fernald
1683,Polygonum douglasii Greene ssp. spergulariiforme (Meisn. ex Small) J.C. Hickman
1684,Calystegia silvatica (Kit.) Griseb. ssp. disjuncta Brummitt
1685,Salvia lycioides A. Gray
1686,Pisum elatius Steven ex M. Bieb.
1687,Petasites Mill.
1688,Alectoria Ach.
1689,Eryngium campestre L.
1690,Encyclia tampensis (Lindl.) Small
1691,Nemacladus rubescens Greene var. tenuis McVaugh
1692,Pteris arborea L.
1693,Photinia Lindl.
1694,Achillea distans Waldst. & Kit. ex Willd.
1695,Mentzelia speciosa Osterh.
1696,Bowlesia Ruiz & Pav.
1697,Pityopsis aspera (Shuttlw. ex Small) Small var. adenolepis (Fernald) Semple & F.D. Bowers
1698,Stevia plummerae A. Gray var. plummerae
1699,Senecio soldanella A. Gray
1700,Potamogeton ×scoliophyllus Hagstr.
1701,Eriogonum alatum Torr.
1702,Alisma triviale Pursh
1703,Gayophytum racemosum Torr. & A. Gray
1704,Escobaria dasyacantha (Engelm.) Britton & Rose var. dasyacantha
1705,Rachicallis americana (Jacq.) Kuntze
1706,Hackelia nervosa (Kellogg) I.M. Johnst.
1707,Maronea polyphaea H. Magn.
1708,Cirriphyllum cirrosum (Schwägr.) Grout
1709,Ilex verticillata (L.) A. Gray
1710,Adelia L.
1711,Bocconia frutescens L.
1712,Quararibea Aubl.
1713,Panicum trichoides Sw.
1714,Hieracium triste Willd. ex Spreng. var. triste
1715,Cornutia L.
1716,Rumex acetosa L.
1717,Rhynchospora eximia (Nees) Boeckeler
1718,Acanthus syriacus Boiss.
1719,Astragalus praelongus Sheldon
1720,Hepatica nobilis Schreb.
1721,Ulota D. Mohr
1722,Corallorhiza maculata (Raf.) Raf. var. occidentalis (Lindl.) Ames
1723,Bromus hordeaceus L. ssp. hordeaceus
1724,Croton pottsii (Klotzsch) Müll. Arg. var. pottsii
1725,Echinocactus horizonthalonius Lem. var. nicholii L.D. Benson
1726,Minuartia godfreyi (Shinners) McNeill
1727,Peltula omphaliza (Nyl.) Wetmore
1728,Nothofagus dombeyi (Mirb.) Blume
1729,Anacolia menziesii (Turner) Par.
1730,Deinandra mohavensis (D.D. Keck) B.G. Baldw.
1731,Lecanactis abietina (Ach.) Körb.
1732,Cheilanthes pringlei Davenport
1733,Acer rubrum L. var. trilobum Torr. & A. Gray ex K. Koch
1734,Heliotropium guanicense Urb.
1735,Clarkia affinis F.H. Lewis & M.E. Lewis
1736,Lathyrus vestitus Nutt. ssp. laevicarpus Broich
1737,Prunus occidentalis Sw.
1738,Cistanthe pulchella (Eastw.) Hershkovitz
1739,Selinocarpus maloneanus B.L. Turner
1740,Aliciella pinnatifida (Nutt. ex A. Gray) J.M. Porter
1741,Vesicarpa potentilloides (A. Gray) Rydb. var. potentilloides
1742,×Elyhordeum macounii (Vasey) Barkworth & D.R. Dewey
1743,Echinocereus reichenbachii (Terscheck ex Walp.) hort ex Haage
1744,Chenopodium hircinum Schrad.
1745,Gyrostomum scyphuliferum (Ach.) Nyl.
1746,Sceptridium Lyon
1747,Jacaranda Juss.
1748,Polyctenium williamsiae Rollins
1749,Daphne mezereum L.
1750,Calystegia purpurata (Greene) Brummitt ssp. saxicola (Eastw.) Brummitt
1751,Orthothecium rufescens (Brid.) Schimp.
1752,Rubus lawrencei L.H. Bailey
1753,Coprosma rhynchocarpa A. Gray
1754,Eriogonum kennedyi Porter ex S. Watson var. kennedyi
1755,Diapensia lapponica L. var. lapponica
1756,Corylus L.
1757,Primula rusbyi Greene
1758,Cestrum nocturnum L.
1759,Amygdalaria pelobotryon (Wahlenb.) Norman
1760,Hesperolinon congestum (A. Gray) Small
1761,Protea L.
1762,Macadamia integrifolia Maiden & Betche
1763,Prestoea acuminata (Willd.) H.E. Moore
1764,Rorippa palustris (L.) Besser ssp. occidentalis (S. Watson) Abrams
